Time,150018.SZ,150019.SZ
2011/12/9 9:45,0.860,0.937
2011-12-09 10:00,0.864,0.943
2011-12-09 10:15,0.861,0.938
2011-12-09 10:30,0.863,0.929
2011-12-09 10:45,0.862,0.933
2011-12-09 11:00,0.863,0.933
2011-12-09 11:15,0.863,0.929
2011-12-09 11:30,0.863,0.930
2011-12-09 13:15,0.863,0.928
2011-12-09 13:30,0.863,0.923
2011-12-09 13:45,0.865,0.924
2011-12-09 14:00,0.864,0.924
2011-12-09 14:15,0.862,0.923
2011-12-09 14:30,0.862,0.918
2011-12-09 14:45,0.861,0.920
2011-12-09 15:00,0.861,0.919
2011-12-12 09:45,0.860,0.912
2011-12-12 10:00,0.860,0.919
2011-12-12 10:15,0.860,0.918
2011-12-12 10:30,0.860,0.918
2011-12-12 10:45,0.859,0.918
2011-12-12 11:00,0.859,0.921
2011-12-12 11:15,0.858,0.919
2011-12-12 11:30,0.857,0.920
2011-12-12 13:15,0.855,0.920
2011-12-12 13:30,0.854,0.925
2011-12-12 13:45,0.853,0.921
2011-12-12 14:00,0.853,0.920
2011-12-12 14:15,0.853,0.918
2011-12-12 14:30,0.852,0.917
2011-12-12 14:45,0.855,0.914
2011-12-12 15:00,0.853,0.914
2011-12-13 09:45,0.851,0.910
2011-12-13 10:00,0.852,0.908
2011-12-13 10:15,0.849,0.908
2011-12-13 10:30,0.846,0.904
2011-12-13 10:45,0.845,0.908
2011-12-13 11:00,0.844,0.907
2011-12-13 11:15,0.844,0.906
2011-12-13 11:30,0.843,0.906
2011-12-13 13:15,0.842,0.902
2011-12-13 13:30,0.839,0.902
2011-12-13 13:45,0.837,0.904
2011-12-13 14:00,0.836,0.902
2011-12-13 14:15,0.834,0.902
2011-12-13 14:30,0.836,0.904
2011-12-13 14:45,0.834,0.900
2011-12-13 15:00,0.829,0.901
2011-12-14 09:45,0.829,0.899
2011-12-14 10:00,0.828,0.906
2011-12-14 10:15,0.827,0.906
2011-12-14 10:30,0.828,0.906
2011-12-14 10:45,0.825,0.903
2011-12-14 11:00,0.825,0.905
2011-12-14 11:15,0.825,0.907
2011-12-14 11:30,0.826,0.906
2011-12-14 13:15,0.824,0.906
2011-12-14 13:30,0.823,0.902
2011-12-14 13:45,0.820,0.902
2011-12-14 14:00,0.822,0.902
2011-12-14 14:15,0.820,0.902
2011-12-14 14:30,0.822,0.900
2011-12-14 14:45,0.819,0.893
2011-12-14 15:00,0.815,0.893
2011-12-15 09:45,0.814,0.889
2011-12-15 10:00,0.811,0.884
2011-12-15 10:15,0.810,0.881
2011-12-15 10:30,0.803,0.881
2011-12-15 10:45,0.803,0.880
2011-12-15 11:00,0.799,0.892
2011-12-15 11:15,0.802,0.891
2011-12-15 11:30,0.802,0.893
2011-12-15 13:15,0.804,0.888
2011-12-15 13:30,0.801,0.885
2011-12-15 13:45,0.801,0.881
2011-12-15 14:00,0.801,0.890
2011-12-15 14:15,0.801,0.888
2011-12-15 14:30,0.806,0.883
2011-12-15 14:45,0.809,0.883
2011-12-15 15:00,0.811,0.877
2011-12-16 09:45,0.814,0.871
2011-12-16 10:00,0.823,0.863
2011-12-16 10:15,0.826,0.865
2011-12-16 10:30,0.832,0.865
2011-12-16 10:45,0.831,0.860
2011-12-16 11:00,0.829,0.854
2011-12-16 11:15,0.828,0.855
2011-12-16 11:30,0.831,0.853
2011-12-16 13:15,0.835,0.853
2011-12-16 13:30,0.836,0.850
2011-12-16 13:45,0.835,0.840
2011-12-16 14:00,0.838,0.840
2011-12-16 14:15,0.838,0.851
2011-12-16 14:30,0.837,0.891
2011-12-16 14:45,0.837,0.895
2011-12-16 15:00,0.835,0.902
2011-12-19 09:45,0.829,0.860
2011-12-19 10:00,0.831,0.866
2011-12-19 10:15,0.833,0.868
2011-12-19 10:30,0.837,0.870
2011-12-19 10:45,0.838,0.866
2011-12-19 11:00,0.839,0.865
2011-12-19 11:15,0.837,0.863
2011-12-19 11:30,0.838,0.860
2011-12-19 13:15,0.837,0.870
2011-12-19 13:30,0.840,0.864
2011-12-19 13:45,0.837,0.868
2011-12-19 14:00,0.838,0.873
2011-12-19 14:15,0.836,0.875
2011-12-19 14:30,0.836,0.905
2011-12-19 14:45,0.836,0.898
2011-12-19 15:00,0.837,0.896
2011-12-20 09:45,0.834,0.899
2011-12-20 10:00,0.832,0.895
2011-12-20 10:15,0.830,0.889
2011-12-20 10:30,0.831,0.882
2011-12-20 10:45,0.831,0.879
2011-12-20 11:00,0.830,0.880
2011-12-20 11:15,0.831,0.880
2011-12-20 11:30,0.831,0.884
2011-12-20 13:15,0.830,0.881
2011-12-20 13:30,0.830,0.884
2011-12-20 13:45,0.830,0.883
2011-12-20 14:00,0.831,0.873
2011-12-20 14:15,0.831,0.875
2011-12-20 14:30,0.832,0.876
2011-12-20 14:45,0.833,0.874
2011-12-20 15:00,0.834,0.868
2011-12-21 09:45,0.836,0.870
2011-12-21 10:00,0.839,0.863
2011-12-21 10:15,0.839,0.862
2011-12-21 10:30,0.837,0.872
2011-12-21 10:45,0.838,0.866
2011-12-21 11:00,0.838,0.862
2011-12-21 11:15,0.838,0.862
2011-12-21 11:30,0.837,0.859
2011-12-21 13:15,0.839,0.857
2011-12-21 13:30,0.840,0.849
2011-12-21 13:45,0.841,0.854
2011-12-21 14:00,0.841,0.854
2011-12-21 14:15,0.841,0.844
2011-12-21 14:30,0.841,0.841
2011-12-21 14:45,0.842,0.832
2011-12-21 15:00,0.840,0.830
2011-12-22 09:45,0.843,0.814
2011-12-22 10:00,0.845,0.807
2011-12-22 10:15,0.849,0.804
2011-12-22 10:30,0.850,0.801
2011-12-22 10:45,0.847,0.797
2011-12-22 11:00,0.846,0.793
2011-12-22 11:15,0.845,0.798
2011-12-22 11:30,0.845,0.818
2011-12-22 13:15,0.845,0.808
2011-12-22 13:30,0.846,0.802
2011-12-22 13:45,0.846,0.806
2011-12-22 14:00,0.845,0.808
2011-12-22 14:15,0.848,0.823
2011-12-22 14:30,0.849,0.824
2011-12-22 14:45,0.849,0.815
2011-12-22 15:00,0.849,0.814
2011-12-23 09:45,0.853,0.811
2011-12-23 10:00,0.858,0.804
2011-12-23 10:15,0.859,0.810
2011-12-23 10:30,0.860,0.807
2011-12-23 10:45,0.866,0.810
2011-12-23 11:00,0.865,0.820
2011-12-23 11:15,0.867,0.821
2011-12-23 11:30,0.866,0.829
2011-12-23 13:15,0.866,0.823
2011-12-23 13:30,0.866,0.822
2011-12-23 13:45,0.866,0.819
2011-12-23 14:00,0.866,0.813
2011-12-23 14:15,0.866,0.814
2011-12-23 14:30,0.866,0.811
2011-12-23 14:45,0.868,0.807
2011-12-23 15:00,0.869,0.809
2011-12-26 09:45,0.873,0.800
2011-12-26 10:00,0.872,0.802
2011-12-26 10:15,0.875,0.807
2011-12-26 10:30,0.876,0.809
2011-12-26 10:45,0.876,0.806
2011-12-26 11:00,0.875,0.810
2011-12-26 11:15,0.871,0.809
2011-12-26 11:30,0.867,0.805
2011-12-26 13:15,0.864,0.799
2011-12-26 13:30,0.865,0.799
2011-12-26 13:45,0.866,0.798
2011-12-26 14:00,0.867,0.801
2011-12-26 14:15,0.865,0.798
2011-12-26 14:30,0.863,0.792
2011-12-26 14:45,0.862,0.792
2011-12-26 15:00,0.862,0.788
2011-12-27 09:45,0.867,0.775
2011-12-27 10:00,0.869,0.766
2011-12-27 10:15,0.869,0.768
2011-12-27 10:30,0.867,0.763
2011-12-27 10:45,0.866,0.766
2011-12-27 11:00,0.864,0.764
2011-12-27 11:15,0.865,0.768
2011-12-27 11:30,0.866,0.774
2011-12-27 13:15,0.865,0.772
2011-12-27 13:30,0.865,0.770
2011-12-27 13:45,0.865,0.771
2011-12-27 14:00,0.865,0.765
2011-12-27 14:15,0.864,0.763
2011-12-27 14:30,0.865,0.761
2011-12-27 14:45,0.864,0.756
2011-12-27 15:00,0.866,0.755
2011-12-28 09:45,0.867,0.743
2011-12-28 10:00,0.864,0.740
2011-12-28 10:15,0.865,0.744
2011-12-28 10:30,0.861,0.742
2011-12-28 10:45,0.862,0.740
2011-12-28 11:00,0.860,0.739
2011-12-28 11:15,0.859,0.741
2011-12-28 11:30,0.858,0.740
2011-12-28 13:15,0.854,0.738
2011-12-28 13:30,0.852,0.735
2011-12-28 13:45,0.853,0.745
2011-12-28 14:00,0.851,0.746
2011-12-28 14:15,0.854,0.750
2011-12-28 14:30,0.853,0.750
2011-12-28 14:45,0.852,0.757
2011-12-28 15:00,0.852,0.765
2011-12-29 09:45,0.858,0.765
2011-12-29 10:00,0.855,0.774
2011-12-29 10:15,0.855,0.771
2011-12-29 10:30,0.854,0.771
2011-12-29 10:45,0.853,0.775
2011-12-29 11:00,0.854,0.775
2011-12-29 11:15,0.854,0.777
2011-12-29 11:30,0.855,0.778
2011-12-29 13:15,0.855,0.775
2011-12-29 13:30,0.853,0.775
2011-12-29 13:45,0.853,0.773
2011-12-29 14:00,0.853,0.777
2011-12-29 14:15,0.853,0.775
2011-12-29 14:30,0.855,0.781
2011-12-29 14:45,0.856,0.781
2011-12-29 15:00,0.856,0.780
2011-12-30 09:45,0.858,0.794
2011-12-30 10:00,0.859,0.796
2011-12-30 10:15,0.858,0.800
2011-12-30 10:30,0.857,0.803
2011-12-30 10:45,0.856,0.807
2011-12-30 11:00,0.856,0.806
2011-12-30 11:15,0.857,0.805
2011-12-30 11:30,0.856,0.800
2011-12-30 13:15,0.856,0.801
2011-12-30 13:30,0.857,0.800
2011-12-30 13:45,0.856,0.800
2011-12-30 14:00,0.857,0.803
2011-12-30 14:15,0.861,0.801
2011-12-30 14:30,0.864,0.800
2011-12-30 14:45,0.862,0.799
2011-12-30 15:00,0.864,0.800
2012-01-04 09:45,0.864,0.809
2012-01-04 10:00,0.865,0.799
2012-01-04 10:15,0.866,0.798
2012-01-04 10:30,0.867,0.795
2012-01-04 10:45,0.867,0.791
2012-01-04 11:00,0.866,0.793
2012-01-04 11:15,0.866,0.789
2012-01-04 11:30,0.865,0.787
2012-01-04 13:15,0.864,0.787
2012-01-04 13:30,0.865,0.783
2012-01-04 13:45,0.866,0.787
2012-01-04 14:00,0.866,0.780
2012-01-04 14:15,0.868,0.773
2012-01-04 14:30,0.868,0.768
2012-01-04 14:45,0.867,0.763
2012-01-04 15:00,0.866,0.758
2012-01-05 09:45,,0.745
2012-01-05 10:00,,0.750
2012-01-05 10:15,,0.747
2012-01-05 10:30,,0.740
2012-01-05 10:45,,0.739
2012-01-05 11:00,,0.747
2012-01-05 11:15,,0.752
2012-01-05 11:30,,0.746
2012-01-05 13:15,,0.750
2012-01-05 13:30,,0.751
2012-01-05 13:45,,0.749
2012-01-05 14:00,,0.747
2012-01-05 14:15,,0.744
2012-01-05 14:30,,0.741
2012-01-05 14:45,,0.736
2012-01-05 15:00,,0.732
2012-01-06 09:45,,0.728
2012-01-06 10:00,,0.729
2012-01-06 10:15,,0.723
2012-01-06 10:30,,0.723
2012-01-06 10:45,0.901,0.723
2012-01-06 11:00,0.901,0.730
2012-01-06 11:15,0.901,0.724
2012-01-06 11:30,0.901,0.728
2012-01-06 13:15,0.901,0.727
2012-01-06 13:30,0.901,0.727
2012-01-06 13:45,0.901,0.738
2012-01-06 14:00,0.901,0.748
2012-01-06 14:15,0.901,0.763
2012-01-06 14:30,0.901,0.760
2012-01-06 14:45,0.901,0.758
2012-01-06 15:00,0.901,0.760
2012-01-09 09:45,0.811,0.742
2012-01-09 10:00,0.811,0.750
2012-01-09 10:15,0.811,0.761
2012-01-09 10:30,0.811,0.771
2012-01-09 10:45,0.811,0.787
2012-01-09 11:00,0.811,0.792
2012-01-09 11:15,0.811,0.796
2012-01-09 11:30,0.811,0.790
2012-01-09 13:15,0.811,0.794
2012-01-09 13:30,0.811,0.795
2012-01-09 13:45,0.811,0.799
2012-01-09 14:00,0.811,0.800
2012-01-09 14:15,0.811,0.808
2012-01-09 14:30,0.811,0.814
2012-01-09 14:45,0.811,0.823
2012-01-09 15:00,0.811,0.820
2012-01-10 09:45,0.786,0.827
2012-01-10 10:00,0.789,0.836
2012-01-10 10:15,0.792,0.829
2012-01-10 10:30,0.792,0.832
2012-01-10 10:45,0.792,0.836
2012-01-10 11:00,0.795,0.829
2012-01-10 11:15,0.797,0.833
2012-01-10 11:30,0.795,0.842
2012-01-10 13:15,0.794,0.847
2012-01-10 13:30,0.792,0.855
2012-01-10 13:45,0.796,0.857
2012-01-10 14:00,0.796,0.860
2012-01-10 14:15,0.798,0.862
2012-01-10 14:30,0.799,0.863
2012-01-10 14:45,0.802,0.860
2012-01-10 15:00,0.800,0.863
2012-01-11 09:45,0.802,0.854
2012-01-11 10:00,0.799,0.855
2012-01-11 10:15,0.799,0.856
2012-01-11 10:30,0.800,0.849
2012-01-11 10:45,0.801,0.850
2012-01-11 11:00,0.802,0.854
2012-01-11 11:15,0.800,0.854
2012-01-11 11:30,0.801,0.847
2012-01-11 13:15,0.801,0.842
2012-01-11 13:30,0.801,0.845
2012-01-11 13:45,0.802,0.850
2012-01-11 14:00,0.802,0.849
2012-01-11 14:15,0.800,0.857
2012-01-11 14:30,0.800,0.863
2012-01-11 14:45,0.798,0.869
2012-01-11 15:00,0.798,0.859
2012-01-12 09:45,0.797,0.855
2012-01-12 10:00,0.796,0.861
2012-01-12 10:15,0.796,0.868
2012-01-12 10:30,0.793,0.870
2012-01-12 10:45,0.793,0.863
2012-01-12 11:00,0.793,0.862
2012-01-12 11:15,0.795,0.852
2012-01-12 11:30,0.794,0.856
2012-01-12 13:15,0.794,0.860
2012-01-12 13:30,0.794,0.862
2012-01-12 13:45,0.795,0.860
2012-01-12 14:00,0.795,0.861
2012-01-12 14:15,0.795,0.873
2012-01-12 14:30,0.795,0.864
2012-01-12 14:45,0.796,0.859
2012-01-12 15:00,0.795,0.858
2012-01-13 09:45,0.795,0.853
2012-01-13 10:00,0.796,0.856
2012-01-13 10:15,0.797,0.851
2012-01-13 10:30,0.797,0.845
2012-01-13 10:45,0.798,0.830
2012-01-13 11:00,0.799,0.821
2012-01-13 11:15,0.799,0.820
2012-01-13 11:30,0.798,0.817
2012-01-13 13:15,0.794,0.819
2012-01-13 13:30,0.794,0.825
2012-01-13 13:45,0.792,0.826
2012-01-13 14:00,0.791,0.833
2012-01-13 14:15,0.790,0.833
2012-01-13 14:30,0.791,0.838
2012-01-13 14:45,0.791,0.837
2012-01-13 15:00,0.790,0.833
2012-01-16 09:45,0.790,0.816
2012-01-16 10:00,0.789,0.821
2012-01-16 10:15,0.790,0.817
2012-01-16 10:30,0.790,0.821
2012-01-16 10:45,0.790,0.820
2012-01-16 11:00,0.789,0.826
2012-01-16 11:15,0.789,0.828
2012-01-16 11:30,0.789,0.823
2012-01-16 13:15,0.788,0.823
2012-01-16 13:30,0.788,0.820
2012-01-16 13:45,0.785,0.821
2012-01-16 14:00,0.787,0.815
2012-01-16 14:15,0.786,0.820
2012-01-16 14:30,0.787,0.814
2012-01-16 14:45,0.786,0.802
2012-01-16 15:00,0.785,0.794
2012-01-17 09:45,0.784,0.805
2012-01-17 10:00,0.784,0.803
2012-01-17 10:15,0.783,0.794
2012-01-17 10:30,0.784,0.792
2012-01-17 10:45,0.785,0.792
2012-01-17 11:00,0.785,0.801
2012-01-17 11:15,0.786,0.809
2012-01-17 11:30,0.786,0.813
2012-01-17 13:15,0.786,0.824
2012-01-17 13:30,0.786,0.837
2012-01-17 13:45,0.783,0.872
2012-01-17 14:00,0.784,0.869
2012-01-17 14:15,0.784,0.871
2012-01-17 14:30,0.783,0.873
2012-01-17 14:45,0.783,0.873
2012-01-17 15:00,0.783,0.873
2012-01-18 09:45,0.775,0.883
2012-01-18 10:00,0.778,0.889
2012-01-18 10:15,0.779,0.878
2012-01-18 10:30,0.779,0.873
2012-01-18 10:45,0.779,0.877
2012-01-18 11:00,0.779,0.875
2012-01-18 11:15,0.777,0.881
2012-01-18 11:30,0.778,0.875
2012-01-18 13:15,0.776,0.874
2012-01-18 13:30,0.775,0.875
2012-01-18 13:45,0.775,0.879
2012-01-18 14:00,0.773,0.870
2012-01-18 14:15,0.770,0.865
2012-01-18 14:30,0.771,0.858
2012-01-18 14:45,0.772,0.860
2012-01-18 15:00,0.771,0.858
2012-01-19 09:45,0.770,0.850
2012-01-19 10:00,0.771,0.866
2012-01-19 10:15,0.772,0.888
2012-01-19 10:30,0.771,0.888
2012-01-19 10:45,0.772,0.889
2012-01-19 11:00,0.772,0.884
2012-01-19 11:15,0.772,0.872
2012-01-19 11:30,0.772,0.877
2012-01-19 13:15,0.772,0.873
2012-01-19 13:30,0.772,0.869
2012-01-19 13:45,0.771,0.877
2012-01-19 14:00,0.773,0.877
2012-01-19 14:15,0.772,0.878
2012-01-19 14:30,0.772,0.886
2012-01-19 14:45,0.772,0.885
2012-01-19 15:00,0.773,0.882
2012-01-20 09:45,0.772,0.879
2012-01-20 10:00,0.773,0.876
2012-01-20 10:15,0.775,0.877
2012-01-20 10:30,0.776,0.882
2012-01-20 10:45,0.776,0.873
2012-01-20 11:00,0.777,0.880
2012-01-20 11:15,0.777,0.877
2012-01-20 11:30,0.782,0.878
2012-01-20 13:15,0.785,0.880
2012-01-20 13:30,0.785,0.883
2012-01-20 13:45,0.787,0.887
2012-01-20 14:00,0.786,0.883
2012-01-20 14:15,0.789,0.880
2012-01-20 14:30,0.792,0.881
2012-01-20 14:45,0.792,0.886
2012-01-20 15:00,0.792,0.883
2012-01-30 09:45,0.788,0.867
2012-01-30 10:00,0.792,0.872
2012-01-30 10:15,0.791,0.873
2012-01-30 10:30,0.790,0.870
2012-01-30 10:45,0.789,0.864
2012-01-30 11:00,0.789,0.865
2012-01-30 11:15,0.790,0.867
2012-01-30 11:30,0.790,0.871
2012-01-30 13:15,0.790,0.869
2012-01-30 13:30,0.791,0.870
2012-01-30 13:45,0.791,0.869
2012-01-30 14:00,0.791,0.866
2012-01-30 14:15,0.790,0.864
2012-01-30 14:30,0.790,0.859
2012-01-30 14:45,0.791,0.850
2012-01-30 15:00,0.792,0.851
2012-01-31 09:45,0.793,0.855
2012-01-31 10:00,0.791,0.848
2012-01-31 10:15,0.792,0.845
2012-01-31 10:30,0.792,0.844
2012-01-31 10:45,0.792,0.848
2012-01-31 11:00,0.792,0.851
2012-01-31 11:15,0.793,0.853
2012-01-31 11:30,0.792,0.851
2012-01-31 13:15,0.791,0.850
2012-01-31 13:30,0.790,0.847
2012-01-31 13:45,0.790,0.849
2012-01-31 14:00,0.789,0.849
2012-01-31 14:15,0.790,0.848
2012-01-31 14:30,0.791,0.854
2012-01-31 14:45,0.792,0.849
2012-01-31 15:00,0.792,0.855
2012-02-01 09:45,0.792,0.850
2012-02-01 10:00,0.792,0.855
2012-02-01 10:15,0.791,0.856
2012-02-01 10:30,0.792,0.867
2012-02-01 10:45,0.790,0.867
2012-02-01 11:00,0.789,0.860
2012-02-01 11:15,0.788,0.859
2012-02-01 11:30,0.788,0.854
2012-02-01 13:15,0.785,0.853
2012-02-01 13:30,0.785,0.850
2012-02-01 13:45,0.786,0.860
2012-02-01 14:00,0.786,0.859
2012-02-01 14:15,0.783,0.854
2012-02-01 14:30,0.784,0.849
2012-02-01 14:45,0.784,0.844
2012-02-01 15:00,0.785,0.844
2012-02-02 09:45,0.785,0.847
2012-02-02 10:00,0.784,0.848
2012-02-02 10:15,0.784,0.847
2012-02-02 10:30,0.784,0.856
2012-02-02 10:45,0.783,0.851
2012-02-02 11:00,0.783,0.849
2012-02-02 11:15,0.783,0.848
2012-02-02 11:30,0.784,0.849
2012-02-02 13:15,0.783,0.853
2012-02-02 13:30,0.783,0.856
2012-02-02 13:45,0.784,0.855
2012-02-02 14:00,0.784,0.865
2012-02-02 14:15,0.784,0.860
2012-02-02 14:30,0.784,0.868
2012-02-02 14:45,0.787,0.870
2012-02-02 15:00,0.786,0.875
2012-02-03 09:45,0.784,0.873
2012-02-03 10:00,0.784,0.867
2012-02-03 10:15,0.785,0.875
2012-02-03 10:30,0.786,0.871
2012-02-03 10:45,0.787,0.867
2012-02-03 11:00,0.787,0.866
2012-02-03 11:15,0.787,0.867
2012-02-03 11:30,0.787,0.868
2012-02-03 13:15,0.787,0.872
2012-02-03 13:30,0.787,0.876
2012-02-03 13:45,0.788,0.885
2012-02-03 14:00,0.789,0.885
2012-02-03 14:15,0.790,0.885
2012-02-03 14:30,0.791,0.887
2012-02-03 14:45,0.790,0.884
2012-02-03 15:00,0.791,0.882
2012-02-06 09:45,0.791,0.885
2012-02-06 10:00,0.792,0.881
2012-02-06 10:15,0.793,0.877
2012-02-06 10:30,0.794,0.882
2012-02-06 10:45,0.797,0.882
2012-02-06 11:00,0.796,0.877
2012-02-06 11:15,0.797,0.881
2012-02-06 11:30,0.798,0.882
2012-02-06 13:15,0.798,0.882
2012-02-06 13:30,0.797,0.878
2012-02-06 13:45,0.798,0.876
2012-02-06 14:00,0.798,0.877
2012-02-06 14:15,0.799,0.869
2012-02-06 14:30,0.798,0.868
2012-02-06 14:45,0.798,0.873
2012-02-06 15:00,0.800,0.872
2012-02-07 09:45,0.801,0.863
2012-02-07 10:00,0.799,0.857
2012-02-07 10:15,0.797,0.855
2012-02-07 10:30,0.798,0.849
2012-02-07 10:45,0.797,0.853
2012-02-07 11:00,0.795,0.847
2012-02-07 11:15,0.794,0.848
2012-02-07 11:30,0.792,0.845
2012-02-07 13:15,0.791,0.845
2012-02-07 13:30,0.790,0.847
2012-02-07 13:45,0.791,0.847
2012-02-07 14:00,0.792,0.851
2012-02-07 14:15,0.790,0.845
2012-02-07 14:30,0.791,0.848
2012-02-07 14:45,0.794,0.854
2012-02-07 15:00,0.795,0.848
2012-02-08 09:45,0.797,0.843
2012-02-08 10:00,0.796,0.847
2012-02-08 10:15,0.797,0.850
2012-02-08 10:30,0.795,0.849
2012-02-08 10:45,0.794,0.848
2012-02-08 11:00,0.795,0.851
2012-02-08 11:15,0.796,0.852
2012-02-08 11:30,0.798,0.855
2012-02-08 13:15,0.796,0.853
2012-02-08 13:30,0.796,0.861
2012-02-08 13:45,0.800,0.875
2012-02-08 14:00,0.799,0.882
2012-02-08 14:15,0.796,0.894
2012-02-08 14:30,0.797,0.893
2012-02-08 14:45,0.797,0.894
2012-02-08 15:00,0.799,0.895
2012-02-09 09:45,0.800,0.884
2012-02-09 10:00,0.801,0.886
2012-02-09 10:15,0.800,0.895
2012-02-09 10:30,0.800,0.888
2012-02-09 10:45,0.801,0.894
2012-02-09 11:00,0.801,0.896
2012-02-09 11:15,0.800,0.898
2012-02-09 11:30,0.799,0.891
2012-02-09 13:15,0.800,0.889
2012-02-09 13:30,0.800,0.897
2012-02-09 13:45,0.801,0.897
2012-02-09 14:00,0.801,0.898
2012-02-09 14:15,0.802,0.897
2012-02-09 14:30,0.801,0.893
2012-02-09 14:45,0.801,0.890
2012-02-09 15:00,0.801,0.893
2012-02-10 09:45,0.804,0.898
2012-02-10 10:00,0.804,0.897
2012-02-10 10:15,0.804,0.895
2012-02-10 10:30,0.804,0.897
2012-02-10 10:45,0.808,0.908
2012-02-10 11:00,0.802,0.914
2012-02-10 11:15,0.802,0.912
2012-02-10 11:30,0.802,0.904
2012-02-10 13:15,0.802,0.908
2012-02-10 13:30,0.801,0.909
2012-02-10 13:45,0.800,0.899
2012-02-10 14:00,0.800,0.897
2012-02-10 14:15,0.801,0.893
2012-02-10 14:30,0.802,0.893
2012-02-10 14:45,0.803,0.896
2012-02-10 15:00,0.803,0.897
2012-02-13 09:45,0.800,0.883
2012-02-13 10:00,0.802,0.885
2012-02-13 10:15,0.801,0.893
2012-02-13 10:30,0.803,0.892
2012-02-13 10:45,0.801,0.897
2012-02-13 11:00,0.801,0.895
2012-02-13 11:15,0.802,0.900
2012-02-13 11:30,0.802,0.905
2012-02-13 13:15,0.804,0.909
2012-02-13 13:30,0.804,0.915
2012-02-13 13:45,0.803,0.912
2012-02-13 14:00,0.802,0.905
2012-02-13 14:15,0.802,0.899
2012-02-13 14:30,0.803,0.897
2012-02-13 14:45,0.804,0.894
2012-02-13 15:00,0.805,0.900
2012-02-14 09:45,0.806,0.891
2012-02-14 10:00,0.805,0.887
2012-02-14 10:15,0.805,0.893
2012-02-14 10:30,0.803,0.889
2012-02-14 10:45,0.805,0.896
2012-02-14 11:00,0.805,0.897
2012-02-14 11:15,0.804,0.891
2012-02-14 11:30,0.803,0.889
2012-02-14 13:15,0.803,0.891
2012-02-14 13:30,0.803,0.890
2012-02-14 13:45,0.803,0.895
2012-02-14 14:00,0.804,0.894
2012-02-14 14:15,0.805,0.890
2012-02-14 14:30,0.805,0.893
2012-02-14 14:45,0.804,0.890
2012-02-14 15:00,0.806,0.890
2012-02-15 09:45,0.808,0.894
2012-02-15 10:00,0.807,0.888
2012-02-15 10:15,0.807,0.889
2012-02-15 10:30,0.809,0.898
2012-02-15 10:45,0.807,0.904
2012-02-15 11:00,0.806,0.907
2012-02-15 11:15,0.806,0.909
2012-02-15 11:30,0.807,0.914
2012-02-15 13:15,0.805,0.925
2012-02-15 13:30,0.806,0.919
2012-02-15 13:45,0.805,0.916
2012-02-15 14:00,0.804,0.916
2012-02-15 14:15,0.805,0.917
2012-02-15 14:30,0.804,0.916
2012-02-15 14:45,0.804,0.914
2012-02-15 15:00,0.804,0.916
2012-02-16 09:45,0.804,0.911
2012-02-16 10:00,0.806,0.917
2012-02-16 10:15,0.806,0.910
2012-02-16 10:30,0.806,0.910
2012-02-16 10:45,0.806,0.915
2012-02-16 11:00,0.805,0.915
2012-02-16 11:15,0.805,0.916
2012-02-16 11:30,0.804,0.909
2012-02-16 13:15,0.804,0.907
2012-02-16 13:30,0.804,0.902
2012-02-16 13:45,0.804,0.904
2012-02-16 14:00,0.805,0.902
2012-02-16 14:15,0.805,0.896
2012-02-16 14:30,0.805,0.904
2012-02-16 14:45,0.804,0.905
2012-02-16 15:00,0.804,0.908
2012-02-17 09:45,0.806,0.915
2012-02-17 10:00,0.805,0.913
2012-02-17 10:15,0.805,0.914
2012-02-17 10:30,0.804,0.912
2012-02-17 10:45,0.803,0.903
2012-02-17 11:00,0.804,0.903
2012-02-17 11:15,0.804,0.904
2012-02-17 11:30,0.804,0.905
2012-02-17 13:15,0.804,0.903
2012-02-17 13:30,0.805,0.909
2012-02-17 13:45,0.803,0.910
2012-02-17 14:00,0.804,0.909
2012-02-17 14:15,0.803,0.909
2012-02-17 14:30,0.805,0.910
2012-02-17 14:45,0.805,0.906
2012-02-17 15:00,0.805,0.907
2012-02-20 09:45,0.808,0.916
2012-02-20 10:00,0.808,0.917
2012-02-20 10:15,0.808,0.916
2012-02-20 10:30,0.808,0.920
2012-02-20 10:45,0.808,0.924
2012-02-20 11:00,0.807,0.922
2012-02-20 11:15,0.807,0.919
2012-02-20 11:30,0.807,0.919
2012-02-20 13:15,0.808,0.918
2012-02-20 13:30,0.808,0.916
2012-02-20 13:45,0.807,0.916
2012-02-20 14:00,0.808,0.915
2012-02-20 14:15,0.809,0.914
2012-02-20 14:30,0.809,0.911
2012-02-20 14:45,0.809,0.910
2012-02-20 15:00,0.808,0.908
2012-02-21 09:45,0.809,0.907
2012-02-21 10:00,0.809,0.909
2012-02-21 10:15,0.809,0.912
2012-02-21 10:30,0.809,0.909
2012-02-21 10:45,0.808,0.901
2012-02-21 11:00,0.808,0.894
2012-02-21 11:15,0.808,0.899
2012-02-21 11:30,0.808,0.901
2012-02-21 13:15,0.808,0.900
2012-02-21 13:30,0.809,0.904
2012-02-21 13:45,0.809,0.906
2012-02-21 14:00,0.810,0.910
2012-02-21 14:15,0.810,0.912
2012-02-21 14:30,0.809,0.910
2012-02-21 14:45,0.810,0.915
2012-02-21 15:00,0.810,0.919
2012-02-22 09:45,0.812,0.917
2012-02-22 10:00,0.814,0.922
2012-02-22 10:15,0.816,0.920
